datetime,bitcoin_price_usd
2020-07-23 00:00:00+00:00,9581.07201141
2020-07-24 00:00:00+00:00,9536.89268563
2020-07-25 00:00:00+00:00,9677.11349729
2020-07-26 00:00:00+00:00,9905.16724705
2020-07-27 00:00:00+00:00,10990.8733998
2020-07-28 00:00:00+00:00,10912.8230505
2020-07-29 00:00:00+00:00,11100.4681253
2020-07-30 00:00:00+00:00,11111.2142899
2020-07-31 00:00:00+00:00,11323.4664207
2020-08-01 00:00:00+00:00,11759.5927707
2020-08-02 00:00:00+00:00,11053.613901
2020-08-03 00:00:00+00:00,11246.3487749
2020-08-04 00:00:00+00:00,11205.8929179
2020-08-05 00:00:00+00:00,11747.0228312
2020-08-06 00:00:00+00:00,11778.8942824
2020-08-07 00:00:00+00:00,11601.4727146
2020-08-08 00:00:00+00:00,11754.0458135
2020-08-09 00:00:00+00:00,11675.7393433
2020-08-10 00:00:00+00:00,11881.64754
2020-08-11 00:00:00+00:00,11410.5256775
2020-08-12 00:00:00+00:00,11584.9345762
2020-08-13 00:00:00+00:00,11784.1373895
2020-08-14 00:00:00+00:00,11768.8706193
2020-08-15 00:00:00+00:00,11865.69857
2020-08-16 00:00:00+00:00,11895.6577737
2020-08-17 00:00:00+00:00,12254.4019083
2020-08-18 00:00:00+00:00,11991.2332456
2020-08-19 00:00:00+00:00,11758.2835921
2020-08-20 00:00:00+00:00,11878.026439
2020-08-21 00:00:00+00:00,11585.4775342
2020-08-22 00:00:00+00:00,11681.8255623
2020-08-23 00:00:00+00:00,11664.8479948
2020-08-24 00:00:00+00:00,11774.5958414
2020-08-25 00:00:00+00:00,11366.1350817
2020-08-26 00:00:00+00:00,11488.3634896
2020-08-27 00:00:00+00:00,11323.3970324
2020-08-28 00:00:00+00:00,11542.4997333
2020-08-29 00:00:00+00:00,11506.8653177
2020-08-30 00:00:00+00:00,11711.506161
2020-08-31 00:00:00+00:00,11680.8204905
2020-09-01 00:00:00+00:00,11970.4787405
2020-09-02 00:00:00+00:00,11414.0337325
2020-09-03 00:00:00+00:00,10245.296686
2020-09-04 00:00:00+00:00,10511.8138807
2020-09-05 00:00:00+00:00,10169.567221
2020-09-06 00:00:00+00:00,10280.3517032
2020-09-07 00:00:00+00:00,10369.5637386
2020-09-08 00:00:00+00:00,10131.5166457
2020-09-09 00:00:00+00:00,10242.3477803
2020-09-10 00:00:00+00:00,10363.1390401
2020-09-11 00:00:00+00:00,10400.9146854
2020-09-12 00:00:00+00:00,10442.1706031
2020-09-13 00:00:00+00:00,10323.7557975
2020-09-14 00:00:00+00:00,10680.8374328
2020-09-15 00:00:00+00:00,10796.9509861
2020-09-16 00:00:00+00:00,10973.2522347
2020-09-17 00:00:00+00:00,10948.9899152
2020-09-18 00:00:00+00:00,10933.7526485
2020-09-19 00:00:00+00:00,11094.3462761
2020-09-20 00:00:00+00:00,10938.2712894
2020-09-21 00:00:00+00:00,10462.2596185
2020-09-22 00:00:00+00:00,10538.4603213
2020-09-23 00:00:00+00:00,10246.18649281
2020-09-24 00:00:00+00:00,10760.06625677
2020-09-25 00:00:00+00:00,10692.71721234
2020-09-26 00:00:00+00:00,10750.72357903
2020-09-27 00:00:00+00:00,10775.26937624
2020-09-28 00:00:00+00:00,10709.65218175
2020-09-29 00:00:00+00:00,10844.64098118
2020-09-30 00:00:00+00:00,10784.49157795
2020-10-01 00:00:00+00:00,10619.45190766
2020-10-02 00:00:00+00:00,10575.97504191
2020-10-03 00:00:00+00:00,10549.32889962
2020-10-04 00:00:00+00:00,10669.58254327
2020-10-05 00:00:00+00:00,10793.33942751
2020-10-06 00:00:00+00:00,10604.40588882
2020-10-07 00:00:00+00:00,10668.96895539
2020-10-08 00:00:00+00:00,10915.68573098
2020-10-09 00:00:00+00:00,11064.45759247
2020-10-10 00:00:00+00:00,11296.3614282
2020-10-11 00:00:00+00:00,11384.1819535
2020-10-12 00:00:00+00:00,11555.3628878
2020-10-13 00:00:00+00:00,11425.8994007
2020-10-14 00:00:00+00:00,11429.50688675
2020-10-15 00:00:00+00:00,11495.34965037
2020-10-16 00:00:00+00:00,11322.12268618
2020-10-17 00:00:00+00:00,11358.10156733
