datetime,bitcoin_price_usd
2020-11-02 00:00:00+00:00,13550.4893841
2020-11-03 00:00:00+00:00,13950.30084729
2020-11-04 00:00:00+00:00,14133.70715301
2020-11-05 00:00:00+00:00,15579.84846029
2020-11-06 00:00:00+00:00,15565.88058083
2020-11-07 00:00:00+00:00,14833.7541075
2020-11-08 00:00:00+00:00,15479.56703842
2020-11-09 00:00:00+00:00,15332.31559743
2020-11-10 00:00:00+00:00,15290.90268148
2020-11-11 00:00:00+00:00,15701.33973237
2020-11-12 00:00:00+00:00,16276.34394919
2020-11-13 00:00:00+00:00,16317.80819009
2020-11-14 00:00:00+00:00,16068.13870685
2020-11-15 00:00:00+00:00,15955.58743887
2020-11-16 00:00:00+00:00,16712.2142724
2020-11-17 00:00:00+00:00,17645.40576746
2020-11-18 00:00:00+00:00,17804.00563217
2020-11-19 00:00:00+00:00,17817.09024754
2020-11-20 00:00:00+00:00,18621.31436938
2020-11-21 00:00:00+00:00,18642.23276593
2020-11-22 00:00:00+00:00,18370.00252365
2020-11-23 00:00:00+00:00,18364.12159134
2020-11-24 00:00:00+00:00,19107.46444977
2020-11-25 00:00:00+00:00,18732.1207774
2020-11-26 00:00:00+00:00,17150.62357809
2020-11-27 00:00:00+00:00,17108.40172774
2020-11-28 00:00:00+00:00,17717.4150112
2020-11-29 00:00:00+00:00,18177.48341979
2020-11-30 00:00:00+00:00,19625.83502949
2020-12-01 00:00:00+00:00,18802.99829969
2020-12-02 00:00:00+00:00,19201.09115697
2020-12-03 00:00:00+00:00,19445.39847988
2020-12-04 00:00:00+00:00,18699.76561337
2020-12-05 00:00:00+00:00,19154.231131
2020-12-06 00:00:00+00:00,19345.12095871
2020-12-07 00:00:00+00:00,19191.63128698
2020-12-08 00:00:00+00:00,18321.14491611
2020-12-09 00:00:00+00:00,18553.91537685
2020-12-10 00:00:00+00:00,18264.99210672
2020-12-11 00:00:00+00:00,18058.90334725
2020-12-12 00:00:00+00:00,18803.65687045
2020-12-13 00:00:00+00:00,19142.3825335
2020-12-14 00:00:00+00:00,19246.64434137
2020-12-15 00:00:00+00:00,19417.07603342
2020-12-16 00:00:00+00:00,21310.59813054
2020-12-17 00:00:00+00:00,22805.16149213
2020-12-18 00:00:00+00:00,23137.96056165
2020-12-19 00:00:00+00:00,23869.83196434
2020-12-20 00:00:00+00:00,23477.29519711
2020-12-21 00:00:00+00:00,22803.0814087
2020-12-22 00:00:00+00:00,23499.29170507
2020-12-23 00:00:00+00:00,23241.34486501
2020-12-24 00:00:00+00:00,23735.94972763
2020-12-25 00:00:00+00:00,24664.79027412
2020-12-26 00:00:00+00:00,26437.0375091
2020-12-27 00:00:00+00:00,26272.29456706
2020-12-28 00:00:00+00:00,27084.80788628
2020-12-29 00:00:00+00:00,27362.4365573
2020-12-30 00:00:00+00:00,28840.95341968
2020-12-31 00:00:00+00:00,29001.71982218
2021-01-01 00:00:00+00:00,29374.15188907
2021-01-02 00:00:00+00:00,32127.26793922
2021-01-03 00:00:00+00:00,32782.02446581
2021-01-04 00:00:00+00:00,31971.91352155
2021-01-05 00:00:00+00:00,33992.42934365
2021-01-06 00:00:00+00:00,36824.36441009
2021-01-07 00:00:00+00:00,39371.04235311
2021-01-08 00:00:00+00:00,40797.61071993
2021-01-09 00:00:00+00:00,40254.54649816
2021-01-10 00:00:00+00:00,38356.43950662
2021-01-11 00:00:00+00:00,35566.65594049
2021-01-12 00:00:00+00:00,33922.9605815
2021-01-13 00:00:00+00:00,37316.35939997
2021-01-14 00:00:00+00:00,39187.32812109
2021-01-15 00:00:00+00:00,36825.36585131
2021-01-16 00:00:00+00:00,36178.13890106
2021-01-17 00:00:00+00:00,35791.27792129
2021-01-18 00:00:00+00:00,36630.07568284
2021-01-19 00:00:00+00:00,36069.80639361
2021-01-20 00:00:00+00:00,35547.7508855
2021-01-21 00:00:00+00:00,30825.69850603
2021-01-22 00:00:00+00:00,33005.76356216
2021-01-23 00:00:00+00:00,32067.64288212
2021-01-24 00:00:00+00:00,32289.37808687
2021-01-25 00:00:00+00:00,32366.39304887
2021-01-26 00:00:00+00:00,32569.84955679
2021-01-27 00:00:00+00:00,30432.54707881
2021-01-28 00:00:00+00:00,33466.09635821
2021-01-29 00:00:00+00:00,34316.38765032
2021-01-30 00:00:00+00:00,34269.52154165
2021-01-31 00:00:00+00:00,33114.35774753
2021-02-01 00:00:00+00:00,33940.89480922
2021-02-02 00:00:00+00:00,35510.28903716
2021-02-03 00:00:00+00:00,37472.09010368
2021-02-04 00:00:00+00:00,36926.06446515
2021-02-05 00:00:00+00:00,38144.30686267
2021-02-06 00:00:00+00:00,39266.01073494
2021-02-07 00:00:00+00:00,38903.44147971
2021-02-08 00:00:00+00:00,46196.46371944
2021-02-09 00:00:00+00:00,46481.10423596
2021-02-10 00:00:00+00:00,44918.18449192
2021-02-11 00:00:00+00:00,47909.33119483
2021-02-12 00:00:00+00:00,47504.85118326
2021-02-13 00:00:00+00:00,47105.51747252
2021-02-14 00:00:00+00:00,48717.2902111
2021-02-15 00:00:00+00:00,47945.05683234
2021-02-16 00:00:00+00:00,49199.87134362
2021-02-17 00:00:00+00:00,52149.00753587
2021-02-18 00:00:00+00:00,51679.79669449
2021-02-19 00:00:00+00:00,55888.13368221
2021-02-20 00:00:00+00:00,56099.52051348
2021-02-21 00:00:00+00:00,57539.9436679
2021-02-22 00:00:00+00:00,54207.31906543
2021-02-23 00:00:00+00:00,48824.42686909
2021-02-24 00:00:00+00:00,49705.33331637
2021-02-25 00:00:00+00:00,47093.85301914
2021-02-26 00:00:00+00:00,46339.76008289
2021-02-27 00:00:00+00:00,46188.45127539
2021-02-28 00:00:00+00:00,45137.77046805
2021-03-01 00:00:00+00:00,49631.24137077
2021-03-02 00:00:00+00:00,48378.98805435
2021-03-03 00:00:00+00:00,50538.24341445
2021-03-04 00:00:00+00:00,48561.1661539
2021-03-05 00:00:00+00:00,48927.3045548
2021-03-06 00:00:00+00:00,48912.38173056
2021-03-07 00:00:00+00:00,51206.69295308
2021-03-08 00:00:00+00:00,52246.52230995
2021-03-09 00:00:00+00:00,54824.11781138
2021-03-10 00:00:00+00:00,56008.54940114
2021-03-11 00:00:00+00:00,57805.12301924
2021-03-12 00:00:00+00:00,57332.08896391
2021-03-13 00:00:00+00:00,61243.08476552
2021-03-14 00:00:00+00:00,59302.31697742
2021-03-15 00:00:00+00:00,55907.20022619
2021-03-16 00:00:00+00:00,56804.90123161
2021-03-17 00:00:00+00:00,58870.89333325
2021-03-18 00:00:00+00:00,57858.92070527
2021-03-19 00:00:00+00:00,58346.65297359
2021-03-20 00:00:00+00:00,58313.64260857
2021-03-21 00:00:00+00:00,57523.42098673
2021-03-22 00:00:00+00:00,54529.14561107
2021-03-23 00:00:00+00:00,54738.94493032
2021-03-24 00:00:00+00:00,52774.26369049
2021-03-25 00:00:00+00:00,51704.1619252
2021-03-26 00:00:00+00:00,55137.31372578
2021-03-27 00:00:00+00:00,55973.51084173
2021-03-28 00:00:00+00:00,55950.7457745
2021-03-29 00:00:00+00:00,57750.19987147
2021-03-30 00:00:00+00:00,58917.6930451
2021-03-31 00:00:00+00:00,58918.83271375
2021-04-01 00:00:00+00:00,59095.80797806
