datetime,litecoin_price_usd
2020-08-17 00:00:00+00:00,67.02804135
2020-08-18 00:00:00+00:00,65.52753496
2020-08-19 00:00:00+00:00,62.0046272
2020-08-20 00:00:00+00:00,62.9059718456
2020-08-21 00:00:00+00:00,59.3630572454
2020-08-22 00:00:00+00:00,60.31115811
2020-08-23 00:00:00+00:00,60.62325901
2020-08-24 00:00:00+00:00,62.19942538
2020-08-25 00:00:00+00:00,58.58066532
2020-08-26 00:00:00+00:00,58.35817448
2020-08-27 00:00:00+00:00,56.0410168
2020-08-28 00:00:00+00:00,57.35440311
2020-08-29 00:00:00+00:00,57.29173262
2020-08-30 00:00:00+00:00,62.72533993
2020-08-31 00:00:00+00:00,61.11379813
2020-09-01 00:00:00+00:00,62.88279052
2020-09-02 00:00:00+00:00,58.09964767
2020-09-03 00:00:00+00:00,47.77411236
2020-09-04 00:00:00+00:00,50.61197823
2020-09-05 00:00:00+00:00,47.58933846
2020-09-06 00:00:00+00:00,48.05357195
2020-09-07 00:00:00+00:00,48.77010822
2020-09-08 00:00:00+00:00,47.38380177
2020-09-09 00:00:00+00:00,47.89769852
2020-09-10 00:00:00+00:00,48.71685458
2020-09-11 00:00:00+00:00,49.08975339
2020-09-12 00:00:00+00:00,50.81715545
2020-09-13 00:00:00+00:00,48.06603626
2020-09-14 00:00:00+00:00,49.09012439
2020-09-15 00:00:00+00:00,48.39009774
2020-09-16 00:00:00+00:00,47.9806697434
2020-09-17 00:00:00+00:00,48.87706842
2020-09-18 00:00:00+00:00,48.4422617558
2020-09-19 00:00:00+00:00,48.6768316
2020-09-20 00:00:00+00:00,47.1005298
2020-09-21 00:00:00+00:00,43.3902205
2020-09-22 00:00:00+00:00,44.545049
2020-09-23 00:00:00+00:00,43.05768754
2020-09-24 00:00:00+00:00,45.03985641
2020-09-25 00:00:00+00:00,46.08631106
2020-09-26 00:00:00+00:00,46.18892213
2020-09-27 00:00:00+00:00,46.09169507
2020-09-28 00:00:00+00:00,45.35554024
2020-09-29 00:00:00+00:00,45.7965638
2020-09-30 00:00:00+00:00,46.37146092
2020-10-01 00:00:00+00:00,46.31350634
2020-10-02 00:00:00+00:00,44.92397278
2020-10-03 00:00:00+00:00,45.58177105
2020-10-04 00:00:00+00:00,46.7301051
2020-10-05 00:00:00+00:00,46.36322602
2020-10-06 00:00:00+00:00,45.98552988
2020-10-07 00:00:00+00:00,46.66047943
2020-10-08 00:00:00+00:00,47.2183813
2020-10-09 00:00:00+00:00,47.83295548
2020-10-10 00:00:00+00:00,48.92109624
2020-10-11 00:00:00+00:00,50.72790178
