datetime,litecoin_daily_trading_volume_usd
2020-06-30 00:00:00+00:00,1390313389.0
2020-07-01 00:00:00+00:00,1220528740.0
2020-07-02 00:00:00+00:00,1338754444.0
2020-07-03 00:00:00+00:00,1122380451.0
2020-07-04 00:00:00+00:00,1173145659.0
2020-07-05 00:00:00+00:00,1170070065.0
2020-07-06 00:00:00+00:00,1743603778.0
2020-07-07 00:00:00+00:00,1360983976.0
2020-07-08 00:00:00+00:00,2161892498.0
2020-07-09 00:00:00+00:00,1985305536.0
2020-07-10 00:00:00+00:00,1840301462.0
2020-07-11 00:00:00+00:00,1764984238.0
2020-07-12 00:00:00+00:00,1598865182.0
2020-07-13 00:00:00+00:00,1724704950.0
2020-07-14 00:00:00+00:00,1882872130.0
2020-07-15 00:00:00+00:00,1809900342.0
2020-07-16 00:00:00+00:00,1543731673.0
2020-07-17 00:00:00+00:00,1336746650.0
2020-07-18 00:00:00+00:00,1141296421.0
2020-07-19 00:00:00+00:00,1140767149.0
2020-07-20 00:00:00+00:00,1152077279.0
2020-07-21 00:00:00+00:00,1384220462.0
2020-07-22 00:00:00+00:00,1383704376.0
2020-07-23 00:00:00+00:00,1775727714.0
2020-07-24 00:00:00+00:00,1620747746.0
2020-07-25 00:00:00+00:00,2433671618.0
2020-07-26 00:00:00+00:00,2587129920.0
2020-07-27 00:00:00+00:00,3397559596.0
2020-07-28 00:00:00+00:00,3293197775.0
2020-07-29 00:00:00+00:00,2572759911.0
2020-07-30 00:00:00+00:00,3015740898.0
2020-07-31 00:00:00+00:00,2461431454.0
2020-08-01 00:00:00+00:00,3124975567.0
2020-08-02 00:00:00+00:00,3499183526.0
2020-08-03 00:00:00+00:00,2250487587.0
2020-08-04 00:00:00+00:00,2088598738.0
2020-08-05 00:00:00+00:00,2144590019.0
2020-08-06 00:00:00+00:00,2240743679.0
2020-08-07 00:00:00+00:00,2756992175.0
2020-08-08 00:00:00+00:00,1726820323.0
2020-08-09 00:00:00+00:00,1601010110.0
2020-08-10 00:00:00+00:00,2247183310.0
2020-08-11 00:00:00+00:00,2754950222.0
2020-08-12 00:00:00+00:00,2450391467.0
2020-08-13 00:00:00+00:00,2843622469.0
2020-08-14 00:00:00+00:00,2476128674.0
2020-08-15 00:00:00+00:00,3063536363.0
2020-08-16 00:00:00+00:00,3595771595.0
2020-08-17 00:00:00+00:00,3997651594.0
2020-08-18 00:00:00+00:00,3627257060.0
2020-08-19 00:00:00+00:00,3345972244.0
2020-08-20 00:00:00+00:00,2797593636.0
2020-08-21 00:00:00+00:00,2909731719.0
2020-08-22 00:00:00+00:00,2317942996.0
2020-08-23 00:00:00+00:00,2315616100.0
2020-08-24 00:00:00+00:00,2490426542.0
2020-08-25 00:00:00+00:00,2625416624.0
2020-08-26 00:00:00+00:00,2067102732.0
2020-08-27 00:00:00+00:00,2212235187.0
2020-08-28 00:00:00+00:00,2206041301.0
2020-08-29 00:00:00+00:00,2006047086.0
2020-08-30 00:00:00+00:00,2759602454.0
2020-08-31 00:00:00+00:00,2561891272.0
2020-09-01 00:00:00+00:00,2717986649.0
2020-09-02 00:00:00+00:00,2790169260.0
2020-09-03 00:00:00+00:00,2765272845.0
2020-09-04 00:00:00+00:00,2851271830.0
2020-09-05 00:00:00+00:00,2831766570.0
2020-09-06 00:00:00+00:00,2075916067.0
2020-09-07 00:00:00+00:00,2235340013.0
2020-09-08 00:00:00+00:00,2314205963.0
2020-09-09 00:00:00+00:00,1828181736.0
2020-09-10 00:00:00+00:00,2001211524.0
2020-09-11 00:00:00+00:00,1835173089.0
2020-09-12 00:00:00+00:00,1588978329.0
2020-09-13 00:00:00+00:00,1785910878.0
